provider_id,hospital_name,city,state,number_of_deaths_among_cancer_patients_assigned_to_hospital_2011,percent_of_cancer_patients_dying_in_hospital_2011,percent_of_cancer_patients_dying_in_hospital_2011_2,percent_of_cancer_patients_dying_in_hospital_2011_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2011_deaths,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2011_deaths_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2011_deaths_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths,hospital_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2011_deaths,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2011_deaths_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2011_deaths_3,icu_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths,icu_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths_2,icu_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2011_deaths,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2011_deaths_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2011_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2011_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2011_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2011_deaths_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths,hospice_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_2011_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2011_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2011_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2011_deaths_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2011_deaths,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2011_deaths_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2011_deaths_3
Provider ID,Hospital Name,City,State,Number of deaths among cancer patients assigned to hospital (2011),Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit
10001,Southeast Alabama Medical Center                                             ,Dothan              ,AL,133,28.5035681673348,20.8192018188892,39.0242337500552,59.8812943707177,48.155488513382,74.4623204168326,5.28053539164658,4.30171656564752,6.25935421764564,18.3804588548559,12.4172889373913,27.2073291858203,0.861660048203134,0.24151652096904,1.48180357543723,10.5955705320335,6.38455231785302,17.5840230152658,62.1710155216763,50.0622372781505,77.208598359696,10.8935829517776,9.0544409596023,12.7327249439528,8.37092871769365,4.63418593267139,15.120767404409,60.8220760563431,48.8425617108893,75.7397811707904
10006,Eliza Coffee Memorial Hospital                                               ,Florence            ,AL,112,35.8547511683669,26.3875946006221,48.7184679317152,65.5687522658396,52.0338835792949,82.6242628449473,5.32922688743135,4.26236060013541,6.3960931747273,17.4364722895841,11.2460983374119,27.0343150827721,0.468626566930982,,1.14455372006431,,,,54.2522289705423,42.1143573568383,69.888383273507,10.1297551893643,8.12517728701409,12.1343330917145,,,,55.4238330955248,43.4502068495527,70.6970460609491
10024,Jackson Hospital and Clinic                                                  ,Montgomery          ,AL,110,39.8565493483207,29.8418218518259,53.2321563288846,69.0424794230951,55.3689799702465,86.0926816323881,5.41180793061406,4.33554923746074,6.48806662376737,26.2112780341441,18.3217551872986,37.4981048027256,1.06855749544579,0.386679660181208,1.75043533071037,11.3783377506919,6.73493692792231,19.2231302764048,50.2599374914274,38.487013713373,65.6341210428717,7.12693946843624,5.1047137976114,9.14916513926108,,,,55.28734885981,42.8273646984496,71.3723799133732
10029,East Alabama Medical Center                                                  ,Opelika             ,AL,87,18.3849893232176,11.426147955301,29.5819583062558,61.4835552173655,47.3081798179897,79.9064258382087,3.31640027470258,2.10631986707606,4.5264806823291,17.5523044703797,10.7507805390637,28.6568394826281,0.586535441654399,,1.35319778231427,,,,74.2776128559129,58.0132320788885,95.1018168418965,11.8304166301488,9.55674796699966,14.1040852932979,,,,38.3496625139396,27.1152406740685,54.2387446459053
10033,University of Alabama Hospital                                               ,Birmingham          ,AL,264,31.3772244456571,25.4488405608898,38.6866431717201,63.4679470455485,54.6449411184867,73.7155209563177,5.22034089096789,4.52500986759177,5.91567191434401,23.0737251095099,18.0190608909677,29.5463117445871,0.836023486738656,0.395487381406153,1.27655959207116,12.8657722937241,9.35391524526039,17.6961296284818,61.1273768198902,52.3145282759258,71.4248282460448,9.99041669744763,8.68393131978035,11.2969020751149,5.34537933720998,3.16453343861875,9.02916047906985,53.3850924467502,45.2752871769666,62.9475432018455
10039,Huntsville Hospital                                                          ,Huntsville          ,AL,323,31.1018811826784,25.6733930165085,37.6781912885232,63.9649221124723,55.8585095648563,73.2477699947234,5.7373587280656,5.10843579461004,6.36628166152117,53.9757888229613,46.6313052006601,62.477036971714,4.18869779405001,3.79023540657656,4.58716018152347,8.67446271914261,6.06048522541341,12.4158876174246,55.2850162196226,47.6788249815,64.104621277682,8.8291545657635,7.64744601456191,10.0108631169651,4.29947559698261,2.54528796598278,7.26263222712069,56.6339075757464,48.9971491305133,65.4609409774976
10055,Flowers Hospital                                                             ,Dothan              ,AL,117,26.5489638215262,18.7684589234369,37.5548937114136,55.005227064405,43.1275060332271,70.1541842478842,4.65438196631603,3.61075850143557,5.69800543119648,18.3014098120586,12.0477713291732,27.8011253664707,0.52679488733633,,1.18799624495698,,,,67.8299979720389,54.3958834061531,84.5819267339328,12.6490207819004,10.6881147517962,14.6099268120046,,,,50.6921052040782,39.2669781722165,65.4414892521453
10056,St. Vincent's Birmingham                                                     ,Birmingham          ,AL,115,31.4216872154805,22.65864480068,43.5737633981474,63.6611645935003,50.6829313254129,79.9626969359733,7.14081810656801,6.08833172340518,8.19330448973085,25.0775003415135,17.423098218662,36.0946724564184,1.53084283786573,0.86402626192353,2.19765941380793,14.0938622977393,8.62988956693277,23.0173228668829,59.0089244181724,46.518616890266,74.8528953301319,9.50722279250613,7.52966386939109,11.4847817156212,,,,59.0520964460447,46.4683500719512,75.0435530694224
10078,Northeast Alabama Reg Med Ctr                                                ,Anniston            ,AL,102,35.1278956756702,25.5495063995368,48.2971778516683,73.1797509260176,58.3460581539036,91.7847085996449,6.27736113868492,5.15960567772821,7.39511659964163,17.5691080075448,11.2036822671016,27.551080869828,0.133481498051594,,0.841650155755295,,,,49.2451152670916,37.2117938063927,65.1696983565603,7.33554158334494,5.23534596938085,9.43573719730902,,,,62.4001678128782,49.0994770618759,79.3039188211386
