hrr_id,hrr_name,state,number_of_deaths_among_cancer_patients_2012,percent_of_cancer_patients_dying_in_hospital_2012,percent_of_cancer_patients_dying_in_hospital_2012_2,percent_of_cancer_patients_dying_in_hospital_2012_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2012_deaths,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2012_deaths_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_2012_deaths_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths,hospital_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2012_deaths,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2012_deaths_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_2012_deaths_3,icu_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths,icu_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths_2,icu_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2012_deaths,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2012_deaths_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_2012_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2012_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2012_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_2012_deaths_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths,hospice_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_2012_deaths_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2012_deaths,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2012_deaths_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_2012_deaths_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2012_deaths,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2012_deaths_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_2012_deaths_3
HRR ID,HRR Name,State,Number of deaths among cancer patients (2012),Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit,Point estimate,Lower conf. limit,Upper conf. limit
345,Salem,OR,113,16.6193187481899,10.5982156083175,26.061156506117,56.995305050768,44.6886821911164,72.6909955397131,3.91657525171698,2.87802189251811,4.95512861091585,29.8397677976689,21.3162804671841,41.7714405470301,1.49977693444881,0.840794879039822,2.15875898985781,11.6156413599376,6.74175584947423,20.0130540492972,72.4662830078124,58.3528506335539,89.9932413918564,11.0981346497792,9.06330209666994,13.1329672028885,13.9298877132701,8.530201095465,22.7476198430391,54.5408221510917,42.3395502529279,70.2582163283915
346,Allentown,PA,1163,19.9457036858511,17.4791062298311,22.7603797524157,61.9592853763809,57.5300215484164,66.729560341308,4.84392465783599,4.51818703282823,5.16966228284376,35.1613191465342,31.8459407844302,38.8218508755401,1.68601176011519,1.47932498013381,1.89269854009658,9.89777698146371,8.17201098151566,11.9879903975145,61.0105837458923,56.6828471911107,65.6687430760938,8.77919375793544,8.14097761115066,9.41740990472023,13.0687223945424,11.1334747955931,15.3403594260812,75.7470887700788,70.8711131831237,80.9585344358396
347,Altoona,PA,178,21.108244338962,15.3542853145828,29.0184772488338,58.1873064528594,48.004839471496,70.5296105458149,4.32902599294961,3.50127350336115,5.15677848253807,24.5813939552246,18.288056831328,33.0404118029019,0.986401006147942,0.461176151664118,1.51162586063177,7.41990523787997,4.30646573088938,12.7842637511825,60.7019765024197,50.2594834203345,73.3141230379123,9.77445602361925,8.15264459061679,11.3962674566217,10.4382121975027,6.65505180085059,16.3719648081731,56.9039158239402,46.8549729987889,69.1080461444673
350,Danville,PA,397,21.0840151870942,16.9738120466889,26.1895026990318,56.0871688700276,49.1774447116514,63.9677504656862,4.23314606879318,3.67832321767287,4.78796891991349,26.6302100971434,21.9661301383525,32.2846166052618,1.08491218746692,0.732866431145666,1.43695794378816,5.06249264201034,3.22763102350187,7.94044658878091,59.6078938543369,52.5114676058133,67.6633347295086,10.180004362731,9.09294264493985,11.2670660805222,7.45202492697932,5.20773555048362,10.6634975939137,63.4981553819423,56.0061750203812,71.9923425486922
351,Erie,PA,607,23.0986572781589,19.5490220197198,27.292821478007,60.2718770855975,54.3848033773486,66.7962177267777,4.30209067019387,3.85269700961146,4.75148433077628,26.145807008642,22.370581963357,30.5581332328724,1.03014856674799,0.744999656954079,1.31529747654191,8.34268257165074,6.29990448664116,11.0478424933126,56.0411062772821,50.3890177158006,62.3271842784269,8.61292357523189,7.73242875846156,9.49341839200221,8.08251887486999,6.12133032592078,10.6720447818348,54.1707598186864,48.5690305886462,60.4185668062272
352,Harrisburg,PA,712,19.8210037911515,16.746025822338,23.4606225654315,61.8517212984465,56.3046772101273,67.9452510366688,4.76696950750508,4.35200678611916,5.181932228891,30.5428106969644,26.6743126306156,34.9723457990779,1.18411109317621,0.920809275667339,1.44741291068507,8.8997269984656,6.87490201749277,11.5209119265533,62.139579528471,56.636861812898,68.1769296598956,9.44362305878141,8.63058861397038,10.2566575035924,11.3693841879449,9.13705673198252,14.1471045441397,70.4917378626081,64.4707507053904,77.0750309640057
354,Johnstown,PA,105,26.1319139861795,17.6530520304866,38.6832218815061,64.3034610360282,50.4187898279152,82.0117879727972,5.20756793294282,4.13021672693464,6.28491913895099,19.3967830706518,12.370084907125,30.4149240942735,0.969576129267969,0.285976094812085,1.65317616372385,,,,59.4912954076192,46.6450942243426,75.875379568418,9.69430517418381,7.58345618823663,11.805154160131,10.6861328402469,5.91583738084698,19.303004414745,61.3667965435728,47.9297790763621,78.5708549171575
355,Lancaster,PA,491,16.7985177519637,13.486732165044,20.9235413893992,53.9087878149628,47.7365975244829,60.8790226866963,3.99319317474192,3.4938734531104,4.49251289637344,24.017664424142,19.9973440212726,28.8462409696539,1.02916762393569,0.712339669404012,1.34599557846737,7.31145793562787,5.19444451854661,10.2912673248482,71.0618134633843,63.9915527662984,78.9132489275105,11.7310909575624,10.7527762518365,12.7094056632883,9.98054196058137,7.53768696991294,13.2150908129415,71.4136928648782,64.3004565705165,79.3138307347198
356,Philadelphia,PA,2879,21.2521782581508,19.5959461977575,23.0483935890732,64.4306446771266,61.5028552078858,67.4978089956687,5.22232813595104,5.01341582182267,5.43124045007941,43.9135553922671,41.4834485935812,46.4860182209658,2.37893535655006,2.24637648035446,2.51149423274567,13.350192752221,12.0456378616973,14.7960322705849,67.298082305607,64.3225636734578,70.4112464329702,9.12280125620237,8.71348037368004,9.5321221387247,15.11332460025,13.7083388703272,16.6623091705838,75.8182813127289,72.6376696992521,79.1381635040981
357,Pittsburgh,PA,1744,21.7843850084605,19.6516158891713,24.1486213079474,65.9696541027851,62.1993972130714,69.9684475644167,5.06559203168769,4.7986087921119,5.33257527126349,28.680072161663,26.2262577822515,31.3634734329063,1.28693153270345,1.11752553885917,1.45633752654774,10.4723160221356,9.00413271209826,12.1798963180677,62.0533716359063,58.441234027686,65.888768357624,8.2468551378342,7.72375617309496,8.76995410257345,12.7785732365331,11.1824836467537,14.6024746487193,66.6097493029649,62.8395039811183,70.6062018493494
358,Reading,PA,513,26.2153499936996,22.0185813877312,31.2120278409535,62.9182334953649,56.3234523014366,70.2851821829162,4.54652369761142,4.05799750020564,5.03504989501721,27.0362202391325,22.8007241731782,32.0585082853966,0.946385486758078,0.636406230674466,1.25636474284169,8.25728976186575,6.0042352588963,11.3557899168572,54.3071436454606,48.3302152396478,61.0232302153965,7.71736323216219,6.76019622603476,8.67453023828962,10.2216801856014,7.78336495509883,13.423852847639,72.7221203857945,65.6742579990273,80.5263272785558
359,Sayre,PA,181,28.7596063597181,21.9067241645149,37.7562136517754,60.5650399613335,50.2322738948056,73.0232534007829,5.1629046964909,4.3419982739201,5.9838111190617,19.2277330053377,13.8020323348222,26.7863244742438,0.659503405000795,0.138622511541991,1.1803842984596,8.42343834070673,5.07572237351739,13.9791557256742,50.1106807328541,40.7967693768607,61.5509600849492,8.83371019379446,7.22531222665286,10.4421081609361,,,,62.2404561812347,51.6615877667249,74.9855850954574
360,Scranton,PA,375,17.4557065967023,13.6831124065133,22.2684491464906,66.4288789294796,58.6250741673557,75.2714775802305,4.90975951272076,4.33883774201983,5.4806812834217,23.0785486144003,18.6752390689278,28.5200850270999,0.981958010643542,0.619697180613144,1.34421884067394,9.59020343607051,6.88086064317943,13.3663514950538,68.1959057076041,60.3312426914357,77.0857908408476,8.55875599349519,7.44015174075156,9.67736024623882,13.7921736139581,10.5022047192289,18.1127732779074,65.3868107238468,57.6989920662622,74.0989549995295
362,Wilkes-Barre,PA,287,22.780563641968,17.7171834487963,29.2910033553337,63.7578795316544,54.9875386953082,73.9270623640371,5.03796552153439,4.38553581823747,5.69039522483132,27.5191782542722,21.9375000338618,34.5210334186422,1.19396581229296,0.779986633389593,1.60794499119634,13.4041519164661,9.57060591877796,18.7732407043508,55.4466120363138,47.5437533662071,64.663106478477,6.63606386332191,5.35776151407324,7.91436621257057,13.8041584272994,10.0786824230199,18.906716363118,69.9756359454191,61.0205262318914,80.2449590053963
363,York,PA,299,18.3563669557525,14.0187085420148,24.0361804230657,53.5690343668412,45.8254430659654,62.6211390660201,4.01504980582659,3.37596792714687,4.6541316845063,22.2436814248292,17.4378670606311,28.3739611965699,1.06797696720946,0.662467239416689,1.47348669500222,6.78521848156704,4.32571867522667,10.6431308411859,59.3709718916135,51.2898690217886,68.7253130215116,9.00113968631649,7.74898966501874,10.2532897076142,8.32961686384382,5.6255948115851,12.3333655235084,66.6069122984592,57.9474021175397,76.5604773262439
364,Providence,RI,741,20.2133204956528,17.137980927118,23.8405169895755,62.5533693496888,57.0420479138859,68.5971868139406,4.79353193185364,4.38655447624478,5.2005093874625,20.2862125371102,17.2215868929758,23.8961961901816,0.837855401668557,0.579620388679791,1.09609041465732,9.81189494626909,7.6876187213884,12.5231604123095,68.0052780399,62.3489271640943,74.174778165989,9.11139775754819,8.31400880519499,9.9087867099014,13.1787368966715,10.7901274588791,16.0961125671201,67.3785249578813,61.6265764788858,73.6673345314787
365,Charleston,SC,957,25.2743292408011,22.2992105026624,28.6463827271439,61.8948448629736,57.1011071508248,67.0910252316576,4.77781875050538,4.41931119050152,5.13632631050925,30.5339392081342,27.2387586940532,34.2277507590528,1.32368185253081,1.09620191933484,1.55116178572678,9.94912499410244,8.17632653916034,12.1063032003659,67.4785494705908,62.4222514103151,72.9444154252749,10.8579801137642,10.1555579924835,11.5604022350448,8.69772335292734,6.9988409554544,10.808988517606,59.3270520451987,54.5937790755211,64.4706991158244
366,Columbia,SC,970,24.277480563766,21.4191080982025,27.5173018326333,62.4592606859709,57.7108686341125,67.5983456456263,5.33882807202999,4.98268652035033,5.69496962370965,29.2258741826375,26.0515729810943,32.7869538764212,1.46144875409603,1.23547009862912,1.68742740956295,10.7097105028928,8.90865513124029,12.8748837356557,61.9256020517526,57.0908381318235,67.1698001808532,9.43957849904186,8.74179208638066,10.1373649117031,11.2470824049368,9.28843829746582,13.6187439236101,50.1865219649865,45.8647639085054,54.9155118723939
367,Florence,SC,390,20.4922851611215,16.5581976942986,25.3610784747012,60.5710296409739,53.369038858151,68.7449073519786,4.55594575763251,3.99576258491275,5.11612893035226,27.9017982305235,23.2106940173975,33.5410196659055,1.34163186905253,0.98618488571298,1.69707885239208,7.97191516154985,5.74515681179099,11.0617400751394,73.1361008622106,64.9883566483737,82.3053470680628,12.2521606925983,11.1545965227289,13.3497248624677,9.14397456893437,6.52908128358745,12.8061311056886,49.1407826159982,42.64304709422,56.6286107739262
368,Greenville,SC,644,19.5786918680384,16.4557112718354,23.2943547034439,56.3523065525825,50.8498642622301,62.4501657943455,4.36623540753109,3.93001816695298,4.80245264810921,25.3271226994436,21.7327993232378,29.5159005838142,0.922985660432783,0.64619744223016,1.19977387863541,7.3979234275706,5.58677218310811,9.7962238742569,72.1892196797627,65.8819696628225,79.1002980731129,11.5020664710307,10.6473881499856,12.3567447920758,12.4521383554928,9.99342684848875,15.5157737155782,62.9410280854196,57.0403036755694,69.4521726073198
369,Spartanburg,SC,306,20.974163692832,16.470307745766,26.7096128016674,55.0289656881642,47.336666280775,63.9712785591536,4.31277620321229,3.68085038121592,4.94470202520866,26.4828017034671,21.3478766626803,32.8528591928406,1.33130864606351,0.930339573693066,1.73227771843396,9.96843460982821,7.04384007773416,14.1073175247877,70.9063988858895,62.016994657276,81.0699942934917,12.2564864690999,11.0183572749096,13.4946156632902,8.83581866920924,6.0558215310996,12.8920066673382,62.9722893013359,54.6260601520155,72.5937255737605
370,Rapid City,SD,140,21.4170473823276,14.8793033190488,30.827378724758,55.2168995670212,44.2210687720559,68.9469088481454,3.79988095322328,2.86677271988622,4.73298918656034,19.7479178711674,13.5401235324923,28.8018243932955,0.7194327027584,0.127357605145851,1.31150780037095,,,,63.4867501600464,51.6873524178247,77.9797621147681,10.1521582376451,8.3239238075594,11.9803926677308,7.6929714309684,4.25896396445917,13.8958230056805,44.715487759905,34.6391421343231,57.7229897279986
371,Sioux Falls,SD,700,18.8562156328821,15.8590743332589,22.4197743526614,55.7240497467968,50.4500082246928,61.5494393252381,3.80683934379111,3.38831069740973,4.2253679901725,17.1303708584175,14.2966674808778,20.5257348357174,0.47035638399161,0.204791918577238,0.735920849405982,4.76697854033833,3.35035336015288,6.78259334502235,61.544465712675,56.011911892465,67.6234952866905,10.1242239590227,9.30420281468537,10.94424510336,9.11544352969964,7.14277476767867,11.6329176609536,46.8088611657991,41.9202923263155,52.2675144195884
373,Chattanooga,TN,543,16.3209111440299,13.2825215033994,20.0543353536561,59.9330287730987,53.7585170543929,66.816722907046,4.06994885657052,3.59487596949789,4.54502174364316,23.511032170008,19.8008901602531,27.9163527106845,0.793307669640905,0.491864797380876,1.09475054190093,7.86041742735679,5.84433561651167,10.571973648764,70.2970168273848,63.5324527274713,77.7818321610754,10.8363773086813,9.90556930815577,11.7671853092069,12.2019618621349,9.59484389370984,15.5174878230798,53.7114909538248,47.8792902456869,60.2541149979283
374,Jackson,TN,405,21.8586686843712,17.7886253228169,26.8599393141555,62.8591659986691,55.5535652254722,71.1254936386427,4.42837810140092,3.87863279170131,4.97812341110054,38.3036917505014,32.7702109964336,44.7715396729397,2.24708896678046,1.89826500802233,2.59591292553859,7.47860489174121,5.2843543102807,10.583985827363,62.3395008599833,55.0260361073009,70.6249921381532,9.8016619726189,8.72454865707504,10.8787752881628,8.97912060941811,6.47213034548117,12.4571976481853,56.195468269725,49.4564542490664,63.8527509099237
375,Johnson City,TN,222,26.7775497947339,20.7823412213039,34.5022327067953,62.9255102027003,53.2765012351165,74.3220696268285,5.11785430413612,4.37640907106413,5.85929953720811,38.0380766606446,30.7412551542771,47.0668900401019,1.80533953539519,1.33487829299944,2.27580077779094,9.98996856991399,6.57375056770652,15.1815118325501,60.659551417881,51.2326727758602,71.8209880307531,9.43453099935159,7.98182095490439,10.8872410437988,10.2996378679381,6.84076241518409,15.5074147839425,66.6798871661396,56.7710095591799,78.3182717202559
376,Kingsport,TN,405,28.2507024993975,23.5522318513995,33.8864782218948,65.0200033137121,57.584927620075,73.4150585168283,4.85081405463134,4.30101730086969,5.40061080839299,38.453769088996,32.8975403922177,44.9484167971301,1.82989682349818,1.48104022249452,2.17875342450183,8.8970160900865,6.44016588987886,12.2911267598958,58.0474655122873,51.0359671282833,66.022227891374,8.36282818238756,7.28561407274277,9.44004229203234,9.97223005487929,7.33668022260893,13.5545463683948,62.4895034144922,55.3366460889876,70.566944565275
377,Knoxville,TN,1017,26.7977417002014,23.8036277750765,30.1684670511701,65.0176307386381,60.2169492439281,70.2010374145972,5.03540181344982,4.68726758846064,5.383536038439,26.7050203065378,23.7162776589976,30.0704064873366,1.20474555158234,0.983847698708841,1.42564340445583,8.65092700106418,7.02724236116142,10.6497732867964,57.8363625858087,53.3106061015846,62.7463291410168,9.0245057882101,8.34240809184725,9.70660348457295,8.95472046490245,7.2920116517979,10.9965565653988,56.0007722850338,51.584569973,60.7950497243978
379,Memphis,TN,1472,25.6042313453548,23.1642179092498,28.301264707265,65.1149826992654,61.0865805387598,69.409040979718,5.29945193098892,5.00883320029302,5.59007066168482,30.1257746796404,27.4576569340388,33.053158986897,1.39084794666615,1.20644477970507,1.57525111362722,12.2624560808434,10.6589955876207,14.107129316129,60.5740264544707,56.6438520623539,64.7768918834796,8.78699378768619,8.21758591997733,9.35640165539505,10.2749352057319,8.71389221918285,12.1156299419882,61.9753579079924,58.074607489172,66.1381136073954
380,Nashville,TN,1941,25.2530126492827,23.1002615922019,27.6063820887686,64.4213310609614,60.9132912181354,68.1314014178634,4.76159712311339,4.50827817476544,5.01491607146134,33.2662571796969,30.7848043729933,35.9477310083726,1.6234441772614,1.46270843867099,1.78417991585181,10.4717615536392,9.12428130737853,12.0182386252822,57.2398130382226,53.9318513207285,60.7506717536213,8.92606187009381,8.42973528479883,9.42238845538879,9.26212135744641,7.99498391920484,10.7300893794164,54.2110192494628,50.9971014213731,57.6274832520961
382,Abilene,TX,345,17.3387621240242,13.5120149635937,22.2492850106746,63.8622326774062,55.9912719506518,72.8396519753593,4.93234175053365,4.33708131557738,5.52760218548992,26.5054421927783,21.6449104635605,32.4574438419343,1.16725497974061,0.789550799732254,1.54495915974896,9.12829418145049,6.45038504737026,12.9179504868587,71.5968205986108,63.1353312305478,81.1923311388191,9.21893614927883,8.05264526985657,10.3852270287011,16.3883355104546,12.6587469244836,21.2167556872288,38.156590881939,32.1626955559486,45.2675188620002
383,Amarillo,TX,291,11.4575362699983,8.18406883810416,16.0403266364431,57.9142262800879,49.8191322585102,67.3246894028003,3.61912184544893,2.97122452276905,4.2670191681288,25.6413161298935,20.4709645347529,32.1175434482805,0.968785098057232,0.557681801715371,1.37988839439909,6.48686552109231,4.13525804160788,10.1757674769855,77.1026566887827,67.6198680774261,87.9152804862227,11.3236290417811,10.0542069638646,12.5930511196976,15.801840503162,11.863624794042,21.0473752855679,32.9321225034596,26.9265141809536,40.2772035509152
385,Austin,TX,781,17.8560726830419,15.1220269857808,21.0844308082427,59.6918125143903,54.5035370185036,65.3739679324568,4.32483692717135,3.92846518640368,4.72120866793901,30.3615584334681,26.7174532527866,34.502698359274,1.40086635701828,1.14936087381557,1.652371840221,9.19942660120618,7.28352114327417,11.6193044718665,71.7532328613898,66.035128756378,77.9664781915574,11.0298501466864,10.2532409199166,11.8064593734562,13.1972126602515,10.8694152025228,16.0235319706508,65.5745688752614,60.0633135617615,71.5915228145847
386,Beaumont,TX,411,20.946549011138,16.9458174395589,25.8918117724881,66.720960309093,59.1714821414847,75.2336494448992,5.13470666726386,4.58887975694637,5.68053357758135,36.5439608148543,31.137061306437,42.8897595342924,1.70202125494782,1.35568359586402,2.04835891403163,9.52859214097442,7.00887019527399,12.9541660295351,66.1368132574201,58.6533874197239,74.5750290012398,9.55897023299566,8.48953421833211,10.6284062476592,13.1862894039093,10.0390175747593,17.3202434350574,59.6066840204581,52.7591579148804,67.3429395072404
388,Bryan,TX,156,11.8367147507633,7.45607929877385,18.791084493157,56.1950170127307,45.537917108485,69.3461655160484,3.66314113073794,2.77907498422338,4.54720727725251,36.0125178251781,27.6411733392611,46.9191891455156,1.66075274650008,1.09979579499874,2.22170969800142,,,,72.8459070587909,60.6666743141509,87.4702006531487,9.86857867744713,8.13643216990765,11.6007251849866,13.6074849293908,8.86822294292589,20.8794532225084,55.488466531109,44.8521955434169,68.6470278805763
390,Corpus Christi,TX,328,25.2117484472838,20.2945780007632,31.3202994290009,61.2352197605515,53.2213577340996,70.4557775067907,5.19369271624135,4.58323712672875,5.80414830575395,26.6127385078734,21.560179866031,32.8493479780429,0.97214879091181,0.58480299346214,1.35949458836148,12.2329304325534,8.96539491411886,16.6913547480243,62.8100439483418,54.7773342191432,72.0206939061653,9.37870563866983,8.1826429667182,10.5747683106215,11.3472259240268,8.21579785395461,15.672188929153,59.6229773284478,52.009448789359,68.3510305965005
391,Dallas,TX,2564,22.6433425132759,20.8656519892081,24.5724869004195,62.1800070919667,59.158881827689,65.3554151550478,4.7318776401781,4.51072566583493,4.95302961452127,31.3944777893145,29.2801969621802,33.6614277880996,1.46943834377988,1.32911316807311,1.60976351948664,11.6912872949223,10.4417232840593,13.0903869882361,65.6766147122351,62.55385972795,68.9552609354348,9.47971247824583,9.04641048890461,9.91301446758705,12.7522463986988,11.4138250597179,14.2476152702788,60.7002223808282,57.7357600275546,63.8168960679404
393,El Paso,TX,568,24.0948060691198,20.3192318694897,28.5719304370078,63.5990296429348,57.342259749989,70.5384927130235,5.0331645654558,4.56900064912966,5.49732848178194,34.046880061998,29.5100332936671,39.281217693673,1.88293879159024,1.58841787081325,2.17745971236723,10.8261292539908,8.3633451192415,14.0141382369193,65.2302576607936,58.9504937643752,72.1789800692881,9.43032402213243,8.5208899150128,10.3397581292521,11.554469396802,9.07145818640043,14.7171226828538,51.6518437263855,46.0111608803817,57.9840392914863
394,Fort Worth,TX,1062,19.9897283861876,17.4707193228659,22.8719398193621,61.7050734190916,57.1292953291883,66.6473490302297,4.9299193895467,4.58941129566342,5.27042748342999,32.1095998578194,28.8650154895039,35.7188931148915,1.75430868981436,1.53824976361369,1.97036761601503,11.1379038937184,9.30126190115078,13.3372121400388,70.8020551221949,65.8824954504493,76.0889668075275,10.3914119039521,9.72425604922997,11.0585677586743,14.800581122855,12.642131845856,17.3275523657837,65.2010639471819,60.5148346546028,70.2501917770861
396,Harlingen,TX,336,20.1644446065565,15.7460932165431,25.8225847325544,68.805785370499,60.3272217515825,78.4759510382554,5.53207618185015,4.92900484488878,6.13514751881152,36.666598914028,30.5768881827297,43.9691399558953,2.09067929850349,1.7080189511376,2.47333964586938,15.9182913464464,11.9864109774479,21.1399392084169,66.668246145453,58.5531507054973,75.9080423607917,9.4699075342382,8.28831279244973,10.6515022760267,14.4388574992395,10.873244595459,19.1737253818803,58.6187458035456,51.1010773430515,67.2423662717148
397,Houston,TX,3119,20.8057759192774,19.2454288983965,22.4926300104047,63.8468388888605,61.046354736016,66.7757944553422,4.98973679235709,4.78862066599479,5.19085291871939,36.37848555641,34.2802466810811,38.6051542653657,1.96194449741723,1.83433245211185,2.0895565427226,11.7638555741481,10.6126812596997,13.0398995864436,66.2861342715359,63.4310208408214,69.2697601019279,9.29349131677561,8.8994454670824,9.68753716646883,11.4884530969483,10.3263998602547,12.7812748244214,65.3430551035649,62.5328204518315,68.2795821364949
399,Longview,TX,186,14.3298728698517,9.89070675835481,20.7614340899,60.4199250866498,50.2347437652101,72.6701695650842,4.13270609478275,3.32266627744521,4.9427459121203,38.3574038494597,30.5287780678505,48.1935577899839,2.22527419505371,1.71128837134602,2.7392600187614,6.0050911426159,3.40844685168513,10.5799272220705,78.6963713808153,66.7819686529828,92.7363926734225,12.4504845654811,10.863377485201,14.0375916457611,8.63622961690675,5.28807429737657,14.104276491149,50.0341558116045,40.9080446389923,61.1961967351952
400,Lubbock,TX,521,25.8186007212499,21.7976528812523,30.5812807844396,60.5370943949573,54.1819108167281,67.6376994192777,4.87112738983171,4.38632792291149,5.35592685675193,30.1942434547723,25.8218270595284,35.3070422051967,1.34359871500701,1.03598414100119,1.65121328901283,9.31187293170675,7.01134289817261,12.3672424463583,66.7769140588875,60.0885220765449,74.2097841173006,10.1614270292928,9.21156178810748,11.1112922704782,12.608719062878,9.89763500194896,16.0624024198991,48.0805413464218,42.5203993947946,54.3677502814799
402,McAllen,TX,307,33.2458860734211,27.2597055552967,40.5466206729489,70.1668717143125,61.2346495621898,80.4020259995544,5.75464558140049,5.12377203971978,6.38551912308119,53.2944988696379,45.5981222726136,62.2899248522725,3.49947840276887,3.09917702247138,3.89977978306636,15.8088549157783,11.8309564027191,21.1242341904574,48.0398713222817,40.9040724790032,56.420524822951,7.0972037463682,5.86113627989013,8.33327121284627,6.57735744533667,4.24130916330414,10.2000654274454,71.5794802922554,62.9630976079192,81.3749989051516
406,Odessa,TX,265,14.7294999290257,10.8010833362244,20.0867043985801,53.4064331171218,45.3499004133966,62.8942306883443,3.84924695363415,3.17055857943204,4.52793532783625,31.1368594692898,25.13342604303,38.5742881193535,1.27833338583012,0.847692575849116,1.70897419581112,11.1940880844641,7.82177796516541,16.0203483914786,69.0978827119559,59.7648802345208,79.8883454051901,9.6317018051949,8.30195096956277,10.961452640827,15.0995425544314,11.1111700084687,20.519547912534,33.9260221448907,27.5233769066265,41.8180873110271
411,San Angelo,TX,122,15.9407056702308,10.2817743532897,24.7142262155972,51.3767291556182,40.1292464666764,65.7766724057892,3.29884684806527,2.29926661162694,4.2984270845036,24.9314103296987,17.5293110614892,35.4591928255165,0.905539911495253,0.271287051090993,1.53979277189951,,,,68.6027179014651,55.3137514626937,85.0843195230064,12.1405424123709,10.1820697094196,14.0990151153222,10.5317840491056,6.11287533967194,18.1450576191445,42.1355837699154,32.1018030573548,55.3055358435637
412,San Antonio,TX,1350,23.2462847837271,20.769636535441,26.0182577256,62.743626649716,58.610493785813,67.1682224610752,4.72013702460352,4.41773927638618,5.02253477282086,39.7052405307915,36.423631210363,43.2825084490606,2.09187454354261,1.89999736370754,2.28375172337767,12.8881944211064,11.0640412177931,15.0130998399669,66.3362773377629,62.1201697608335,70.8385329269834,9.751527844476,9.1590414049403,10.3440142840117,11.6590732699891,9.95929623755046,13.6489553350617,55.7163393734457,51.8605900794571,59.858757264828
413,Temple,TX,222,23.6905057253068,18.0916559570006,31.0220392679765,58.9389631674031,49.6199115220685,70.0082138942051,4.18891844860936,3.44745311339678,4.93038378382194,25.1773210344924,19.3697909574031,32.7260885710084,1.01732347777187,0.546849480181788,1.48779747536196,10.1269183127034,6.72532061627586,15.2490089861256,70.7577845747066,60.4976122357577,82.7580443738794,12.0724059936971,10.6196565632234,13.5251554241707,10.4836248529288,6.96300311416821,15.7843373404947,53.230852049914,44.497653581631,63.678045512259
416,Tyler,TX,543,21.8352605757131,18.2477694697112,26.1280484280931,63.9319450627045,57.5286851487668,71.0479231175037,4.48191047854713,4.00696372575462,4.95685723133964,37.3931835891743,32.6013930775511,42.8892770197758,2.14102996531959,1.83966712768314,2.44239280295603,10.5082239295943,8.1338654935445,13.5756818504234,69.224716704271,62.5316587740793,76.6341641455542,9.97483708874064,9.04427622249759,10.9053979549837,12.1528300571879,9.53974891118004,15.4816735507371,52.1994879386388,46.4867882175509,58.6142137483133
417,Victoria,TX,167,23.5968340463404,17.2358322823299,32.305407008478,61.6617903692669,50.8727841626343,74.7389091068481,4.95291101041586,4.09851700245695,5.80730501837477,26.5360673748223,19.7430340659573,35.6663960244737,1.21285983985814,0.670730430226067,1.75498924949021,11.7860591541599,7.51429347342612,18.4862610006661,56.9253390246202,46.5981860277123,69.5412096329416,10.5141420537323,8.84013202316692,12.1881520842977,,,,52.6035452940042,42.5211823337395,65.0765765584721
